Name,Air Date,Description,Rating,Votes
S1.E167 ∙ Shirasagi no habataku jikan,"Wed, Jan 4, 2006","Shima saves Naruto from Ooki's genjutsu trap and proceeds to try and protect him. When all seems lost for our hero, a mysterious white figure appears and asks him to grant one last wish. Will Naruto find the strength to grant this request and save the day?",5.9,(449)
S1.E168 ∙ Moero Zundou! Mazete nobashite yude agero!,"Wed, Jan 18, 2006","Mr. Ichiraku, the owner of the Ichiraku Ramen shop is in trouble. His daughter has been kidnapped and he only has two days to win her back. Can Nauruto, Chouji and Sakura help Mr. Ichiraku win the contest, or will he have to hand over his Legendary Ramen recipe?",5.8,(460)
S1.E169 ∙ Kioku Ushinawareta pêji,"Wed, Jan 25, 2006","Being some of the few Genins available, Naruto, Ino, and Shino are forced to accompany Anko on her mission to the Sea Country to destroy a sea monster and protect a boat carrying gold. However, Anko is acting strange as she begins to remember more and more events from her past, and the connection she once had with Orochimaru.",6.5,(451)
S1.E170 ∙ Shougeki Tozasareta doa,"Wed, Feb 1, 2006","Naruto is recovering thanks to the mysterious girl, Isaribi. While Naruto is recovering, Anko, Shino, and Ino search for him and also meet the man in charge of the payroll shipment. The group eventually meets back up, but not before finding the sea monster's lair.",6.5,(449)
S1.E171 ∙ Sennyuu Shikumareta torappu,"Wed, Feb 8, 2006","After Isaribi escapes, Naruto and his team decide to go to the forbidden island and confront Orochimaru and his subordinates. They soon discover that Orochimaru is not the man behind the curtain, but a man known as Amachi. Amachi is the one responsible for turning Isaribi into a monster, so why is she helping him?",6.5,(444)
S1.E172 ∙ Zetsubou Hikisakareta hâto,"Wed, Feb 15, 2006","After narrowly escaping the collapsing lab, Naruto and the others must catch up to the money convoy. However, Amachi has already set his trap, and the convoy crew has taken the bait. Naruto and the others arrive to save the day, as all of them prepare for battle. But can the group defeat Amachi when he reveals his true self? And what will happen when Isaribi realizes how far Naruto will go to save her?",6.3,(447)
S1.E173 ∙ Kaisen Tokihanatareta pawâ,"Wed, Feb 22, 2006","Naruto and Amachi's battle comes to a rather quick end, or does it? Also, Anko recovers more of her past including a significant event.",6.7,(451)
S1.E174 ∙ Arienêttebayo! Serebu ninpou Kinton no jutsu,"Wed, Mar 1, 2006","Naruto guides Kunijiro, a young rich boy visiting Tsunade, through a day in the life of a ninja.",5.1,(460)
S1.E175 ∙ The Treasure Hunt Is On!,"Sat, Jun 14, 2008","Naruto, Kiba, and Hinata are ordered on a special mission: A treasure hunt. There is a downside though; if they fail the mission, they have to go back to the Academy. They set off confident that the mission will be easy, but still worried about having to go back to the academy. Everything is going as well as expected until some mysterious characters show up. Can Naruto and crew find the gold, or will they have to go back to the Academy with the other little kids?",6.2,(437)
"S1.E176 ∙ Run, Dodge, Zigzag! Chase or Be Chased!","Mon, Jul 21, 2008","Naruto, Kiba, and Hinata must make it back to Konoha and stop their evil look-a-likes from ruining their village. The impostors think it'll be an easy task, but when the real Naruto and Kiba expose their weakness, they discover that it may not be so easy.",6.2,(442)
S1.E177 ∙ Oh!? Purîzu Misutâ Posutoman,"Wed, Mar 22, 2006","Naruto accidentally meets up with Jiraiya and demands that he trains him. Jiraiya refuses however, as he has to finish the next volume of his series. Anxiously wanting to train, Naruto tries to help and as usual, it all goes wrong. Naruto and Jiraiya vs the Courier Ninja, who will come out on top?",6.0,(448)
S1.E178 ∙ Deai 'Hoshi' no na o motsu shounen,"Wed, Mar 29, 2006","About 200 years, a star fell to the Hidden Star Village. This star supposedly as mystic powers. However, the village has few ninja, so they require the help of other villages. Naruto accompanies Lee, Neji, and Tenten on a mission to protect it.",6.0,(434)
S1.E179 ∙ The Remembered Lullaby!,"Wed, Apr 5, 2006","When the mysterious attacker flies away with the star, using only their Chakra, the Konoha group are left in the dust. They swear to reclaim the star but it isn't as simple as they might hope. Meanwhile, Naruto learns some of Subaru's history and Natsuhiboshi.",6.0,(434)
S1.E180 ∙ Hidden Jutsu! The Price of Ninja Art: Kujaku,"Wed, Apr 12, 2006","The Konoha team continue to investigate the star's theft and start to realize everything is not quite as it seems. Everything seems to be leading to a final battle, but who is the real enemy behind all this?",6.1,(435)
S1.E181 ∙ Hoshikage: The Buried Truth,Nov 2007,Naruto has been rescued by the mysterious woman and soon learns who she really is. Can the two of them continue the mission the was started so very long ago and what will Subaru think when he discovers the truth?,6.0,(429)
S1.E182 ∙ Reunion: The Remaining Time,"Wed, Apr 26, 2006","Subaru finally meets his mother, but is it too late for them? Can Naruto defeat Akahoshi and stop the star from falling back into his hands, and what side will the village choose to take?",6.2,(434)
S1.E183 ∙ The Star's Radiance,"Wed, May 3, 2006","After Akahoshi tries to execute Sumaru, Hakato and the rest of the children stand up to protect their village. Akahoshi, finding the village turning against him, takes drastic steps to ensure his success. Naruto is the only one left who can take down this menace, can he do it alone? or will he find help from someone more powerful..",6.0,(438)
S1.E184 ∙ Kiba's Long Day,"Sat, Aug 2, 2008","When Akamaru is taken ill and starts to undergo a mysterious transformation, can Kiba do anything to save his friend? When the whole village appears to be against him what lengths will he go through, to protect his friend?",5.8,(436)
S1.E185 ∙ A Legend from the Hidden Leaf: The Onbaa!,"Sat, Aug 2, 2008",While Naruto is training an eagle drops a creature on his back known as an Onbaa. Naruto has to take care of this creature because it won't let go of his back.,5.9,(440)
S1.E186 ∙ Warau Shino,"Wed, May 24, 2006","Naruto and Shino are given a mission to provide security during the Kagetsu family funderal, but they soon realize that the real mission is to help the eldest son carry out the man's unusual last will and testment! - This Episode is part of Season 4, Volume 2",6.1,(459)
S1.E187 ∙ Open for Business! The Leaf Moving Service,"Fri, Aug 8, 2008","Naruto, Hinata, and Chouji are chosen on a mission to protect some peddlers running away from a war at the Greenery Country. However, Tsunade gave them more than just a simple guard duty mission, making them movers as well. The peddlers are just simple folk, who were never even registered citizens in the country. But, when Naruto discovers the group is being pursued, the three ninja realize that there is more going on than meets the eyes.",5.9,(419)
S1.E188 ∙ Mystery of the Targeted Merchants,"Sat, Aug 9, 2008","The group splits off into two, in an attempt to deter their mysterious attackers. However, when Naruto and Chouji discover the plan hasn't worked as intended, they soon realize that somebody is hiding something important..",5.8,(422)
S1.E189 ∙ Limitless Supply of Ninja Tools,"Sat, Aug 16, 2008","Naruto, Chouji, and Yurinojou take on Ruiga, who uses water as a weapon. Ruiga has the power to draw out water from the Earth, giving him an unlimited supply of ninja weapons. How can they defeat an opponent who has a limitless supply of water? Even if they can win, can they defeat the second ninja, Jiga? Also, what is the Princess' true motive for running away?",6.0,(415)
S1.E190 ∙ The Byakugan Sees the Blind Spot!,"Sat, Aug 23, 2008","With Naruto defeated, Hinata decides to join the fight. Will she be able to defeat the second evil ninja? And what of the princess?",6.5,(424)
S1.E191 ∙ Shi no senkoku 'Kumori tokidoki hare',"Wed, Jun 28, 2006",The battle with the third and final evil ninja is on. He has only one desire and that is to kill Princess Haruna. Will Naruto be able to defeat this new menace and save Haruna?,5.9,(422)
S1.E192 ∙ Ino Screams! Chubby Passion!,"Sat, Aug 30, 2008","The princess has gained weight due to nerves and wants Ino to pose as the princess in order to attend the first meeting with a prince she adores. - This Episode is part of Season 4, Volume 3",5.6,(450)
S1.E193 ∙ Viva Dojo Challenge! Youth Is All About Passion!,"Wed, Jul 12, 2006","When Naruto returns from a mission, he discovers that Lee has set up a Dojo and is desperate for a challenger. When Gai discovers nobody has challenged him he steps up to the plate. However, a last minute change in plans throws changes everything, and when an impostor joins the fray, chaos ensues..",6.1,(438)
S1.E194 ∙ The Mysterious Curse of the Haunted Castle,"Sat, Sep 6, 2008","Naruto, Hinata, and Kiba are sent to the Land of Honey to search for the Daimyo's wife. There, they find an eerie castle, and journey inside to search for clues.",5.8,(424)
"S1.E195 ∙ Daisan no choujuu, saidai no raibaru","Wed, Jul 26, 2006","When Lee misses his check-up with Tsunade, Naruto is sent to find him. Meanwhile Gai is training someone called Yagura and has decided that Lee and Yagura should have a training match. Can Lee beat the new trainee after hearing some uncomfortable news at his examination?",6.5,(425)
S1.E196 ∙ Hot-Blooded Confrontation: Student vs. Sensei,"Sat, Sep 13, 2008","Gai is trapped inside a fortress made of practice posts. Yagura appears but is he there to help or to hinder? Naruto, Neji and Tenten show up to try and rescue Gai, but will it be too much for them to handle on their own?",6.6,(428)
S1.E197 ∙ Crisis: The Hidden Leaf 11 Gather!,"Sat, Sep 13, 2008","Naruto meets an old man, a construction worker named Gennou. However, when Gennou steals plans for some of the buildings in Konoha, Naruto suddenly finds himself under investigation by the ANBU. What is the truth behind Gennou and why does nobody seem to know what is going on?",6.7,(437)
S1.E198 ∙ The Anbu Gives Up? Naruto's Recollection,"Sat, Sep 20, 2008","In order to get the information they need about Gennou, the ANBU put Naruto in a trance, hoping to prong the information they need from Naruto's memory. However, even by doing all of this, will they get the information they need?",6.9,(437)
S1.E199 ∙ The Missed Target,"Sat, Sep 20, 2008","Naruto and the others continue their search for any clues leading to Gennou or his plan. During an investigation of the Ninja Academy, they discover a suspicious training post which leads to an even scarier discovery.",7.1,(445)
S1.E200 ∙ The Powerful Helper,"Sat, Oct 4, 2008","With the city of Konoha mapped in explosive tags, a decision must be made weather to try and remove them, or to evacuate the entire city. However, something is strange about these tags, can they discover what it is? And can they remove all of them in time?",7.0,(449)
S1.E1 ∙ He Appears! Naruto Uzumaki,"Sat, Sep 10, 2005","Welcome to Konoha, where deadly ninja roam the land and the mischievous Naruto Uzumaki causes trouble everywhere he goes. But when he steals the ancient scroll of sealing, he unleashes a rare power rarely seen in a 12-year-old boy.",7.9,(2.3K)
S1.E2 ∙ My Name is Konohamaru!,"Sat, Sep 10, 2005","Naruto finally graduates from the Ninja Academy and claims to know it all. Well, at least that's what he tells Konohamaru, Konoha's Hokage grandson.",7.0,(1.6K)
S1.E3 ∙ Shukuteki!? Sasuke to Sakura,"Sat, Sep 17, 2005","On the way to becoming a ninja, Naruto must team up with his classmates, the pretty Sakura and the pretty serious Sasuke, whose common bond is that they both hate Naruto. So Naruto will try a different approach.",7.2,(1.5K)
S1.E4 ∙ Shiren! Sabaibaru enshû,"Sat, Sep 24, 2005","The recently formed Team 7 (Naruto, Sakura and Sasuke) meet their instructor, Hatake Kakashi, and begin training to see if they pass to the next stage of ninja training. Kakashi tells them to engage in the following exercise: try and take two bells away from him using their ninja knowledge.",7.8,(1.5K)
S1.E5 ∙ Shikkaku? Kakashi no ketsuron,"Sat, Oct 1, 2005","With the threat of failure hanging over their heads, Naruto, Sasuke and Sakura try everything they know to pass the grueling survival test. But it will take some wise advice from Kakashi to teach these selfish ninja a thing or two about teamwork.",8.0,(1.5K)
S1.E6 ∙ Jûyô ninmu! Nami no kuni e chô shuppatsu!,"Sat, Oct 8, 2005","Naruto and his squad start their first ninja missions with boring and menial tasks. Weary and angry, Naruto vents his frustration at the Hokage. Amused by Naruto's excitement, he gives them a new mission, to protect a grumpy old man named Tazuna as he returns to his home!",7.3,(1.3K)
S1.E7 ∙ Kiri no asashin!,"Sat, Oct 15, 2005","Naruto and his squad arrive in the Land of the Waves and learn that an evil businessman named Gato has taken over the land. Zabuza Momochi appears, hired by Gato to kill Tazuna. Excited and ready to attack, Naruto can't wait to take on this powerful ninja assassin. Will he be up to the challenge?!",7.7,(1.3K)
S1.E8 ∙ Itami ni chikau ketsui,"Sat, Oct 22, 2005","Kakashi has the upper hand in his battle with Zabuza. But the tide turns when Kakashi is trapped inside Zabuza's Water Prison! Kakashi urges the squad to flee, but Naruto remembers the pledge he made--to never run away again--and holds his ground!!",7.9,(1.4K)
S1.E9 ∙ Sharingan no Kakashi,"Thu, Nov 28, 2002","Thanks to Naruto's ingenious plan, Kakashi is freed from the water prison. Kakashi is ready to use his Sharingan against Zabuza.",7.9,(1.3K)
S1.E10 ∙ Chakura no mori,"Thu, Dec 5, 2002","Recuperating at Tazuna's house, Kakashi is dissatisfied with the outcome of the battle. He concludes that Zabuza isn't dead and the young tracking ninja helped Zabuza escape! Kakashi decides to implement some interesting training that will allow Naruto, Sasuke and Sakura to better control their chakra!",7.1,(1.2K)
S1.E11 ∙ Eiyû no ita kuni,"Thu, Dec 12, 2002","Sakura goes into town with Tazuna and sees the hardships that the people of the Land of Waves suffer under Gato's rule. This is the reason Tazuna is risking his life to build a bridge that crosses the ocean. With a bridge that gives everyone access to other lands, people will no longer have to rely on Gato, who controls all imports. Meanwhile, Naruto and Sasuke continue to train, using chakra to climb a tree.",7.1,(1.2K)
S1.E12 ∙ Kyôjô kessen! Zabuza futatabi!!,"Thu, Dec 19, 2002","While Naruto concentrates on the training to control his chakra, a mysterious person suddenly appears before him. The person tells Naruto that as long as one has the desire to protect what he loves, there is no limit to becoming stronger. The mysterious figure echoes the sentiment inside Naruto and the two feel a sense of connection.",7.3,(1.2K)
S1.E13 ∙ Haku no hijutsu: Makyô hyôshô,"Thu, Dec 26, 2002","Once again, the time has come to fight Zabuza, and this time he's got company -- the tracking ninja who supposedly killed him. Zabuza and his companion take notice of Sasuke's abilities, and Sasuke in turn realizes the immense power that the masked ninja holds. As if they were meant to fight each other, Sasuke and the masked ninja begin to battle.",7.7,(1.2K)
"S1.E14 ∙ Igaisei No.1, Naruto sansen!","Thu, Jan 9, 2003","Sasuke finds himself in a pinch inside of Haku's Crystal Ice Mirrors, but Naruto comes to the rescue. But Sasuke has a plan to counter Haku's jutsu with attacks from both the inside and outside the Crystal Ice Mirrors, and Naruto's unexpected action ruins Sasuke's strategy. Eventually, both young ninja are trapped.",7.1,(1.2K)
S1.E15 ∙ Shikai zero no tatakai Sharingan kuzushi,"Thu, Jan 16, 2003","Realizing time is of the essence, Kakashi decides to use the Sharingan once again to defeat Zabuza.",7.6,(1.2K)
S1.E16 ∙ Kaihôsareta fûin,"Thu, Jan 23, 2003","Naruto and Sasuke continue to receive punishing attacks from within Haku's Crystal Ice Mirrors. Naruto can no longer stand on his feet. But during the intense battle, Sasuke starts to realize the power of his own Sharingan and gradually starts to elude Haku's assault. Haku decides to finish them off immediately. Sasuke is caught off guard by Haku's action and uses his own body to shield Naruto...",8.3,(1.3K)
S1.E17 ∙ Shiroi kako: Himeta omoi,"Thu, Jan 30, 2003","Naruto finally explodes. His anger against Haku, who defeated Sasuke, unleashes the power of the Kyûbi. Naruto's chakra becomes so intense that even Kakashi and Zabuza, fighting in the distance, take notice. Haku is unable to do anything in the face of Naruto's hidden power.",8.1,(1.3K)
S1.E18 ∙ Shinobi to iu na no dôgu,"Thu, Feb 6, 2003","Haku tells the hesitant Naruto to finish him off. Naruto strongly questions Haku's philosophy of existing only to fight and win. Meanwhile, the battle between Kakashi and Zabuza approaches its climax. Zabuza's movement is restrained by Kakashi's Summoning Jutsu. With victory within his grasp, Kakashi unleashes his most devastating maneuver.",8.0,(1.2K)
S1.E19 ∙ The Demon in the Snow,"Thu, Feb 13, 2003","Zabuza is no longer Kakashi's enemy, and thanks to a little speech by Naruto about how ninja are, Zabuza takes on Gato's men single handily. The Demon of the Hidden Mist takes his vengeance on Gato and all of those dumb enough to follow him, and apologizes to Haku for what he did to the kind little boy. After the group takes care of the rest of Gato's men, Zabuza asks Kakashi one final request, to see Haku one final time. This is Zabuza's requiem.",9.0,(2.1K)
S1.E20 ∙ Shinshô totsunyû! Chûnin shiken dattebayo,"Thu, Feb 20, 2003","With their latest mission complete, it's time once again for the group to go back to mediocre missions. After all are done, Konohamaru and his friends pay a visit to Naruto. All which result in being chased by Sakura. Everyone is soon over though, as two mysterious ninja block their way, and one of them isn't too happy with Konohamaru. Sasuke arrives to save the day, but the leader of the group shows up, with stealth skills that surprise even Sasuke. Meanwhile, the Third Hokage announces that it's time once again for the Chuunin selection exams.",7.0,(1.1K)
S1.E21 ∙ Nanore! Arawareta kyôteki tachi!!,"Thu, Feb 27, 2003","After the three ninjas take their leave, Sasuke realizes he has a powerful rival out there. The next day, Kakashi announces that he has recommended all of them for the Chuunin Exams. While Naruto and Sasuke are pleased, Sakura is afraid of letting everyone down. Also, someone decides they aren't ready and decides to test their abilities.",7.2,(1.1K)
S1.E22 ∙ Kiai 120% nau de Rokku na chôsen-jô!,"Thu, Mar 6, 2003",The eccentric Rock Lee challenges Uchiha Sasuke to a battle before the Chuunin Exam begins.,7.5,(1.1K)
S1.E23 ∙ Kechirase raibaru! Rûkî 9 zenin shûgô,"Thu, Mar 13, 2003",All Konoha Genins are put to an introductory test to determine who will continue on in the actual exam.,7.2,(1K)
S1.E24 ∙ Ikinari shikkaku? Chô nankan no dai ichi shiken,"Thu, Mar 20, 2003",All Genins meet together and begin a written test as part of the first Chuunin Exam.,7.9,(1.1K)
S1.E25 ∙ Deta toko shôbu! Funbari dokoro no 10 monme,"Thu, Mar 27, 2003",The Genins work on gathering information furtively while worries over the tenth question surface.,7.9,(1.1K)
S1.E26 ∙ Zettai hikken! Shi no mori chokuzen rupo! Konoha no gakkyû shinbun da kore!,"Wed, Apr 2, 2003",A Naruto Special which recaps the previous 25 episodes and sets the stage for the second Chunnin exam.,4.5,(963)
S1.E27 ∙ Daini shiken sutâto! Mawari wa min'na teki darake!,"Wed, Apr 2, 2003",The second Chuunin Exam begins as the Genins start their search for two scrolls to enable them to finish the second Exam.,7.4,(1K)
S1.E28 ∙ Kû ka kuwareru ka! Esa ni natta Naruto,"Wed, Apr 9, 2003","The Genin teams continue their search for the two scrolls in the Forest of Death. Meanwhile, Team 7 is sidetracked by a powerful enemy.",8.0,(1.1K)
S1.E29 ∙ Naruto hangeki! Nigenên dattebayo!,"Wed, Apr 16, 2003",Naruto and the rest of Team 7 continue their fight against their ruthless enemy in the Shi no Mori.,8.2,(1.1K)
S1.E30 ∙ Yomigaere Sharingan! Hissatsu: Katon - Ryûka no jutsu!,"Wed, Apr 23, 2003","Sasuke finally recovers his will to fight and receives a dangerous ""present"" from Orochimaru. The emergency surrounding Orochimaru in Konoha spreads to village officials.",8.5,(1.2K)
S1.E31 ∙ Geki mayu puratonikku! Boku wa shinu made anata o mamoru!!,"Wed, Apr 30, 2003",Rock Lee and Sakura must defeat the Sound Genin in order to protect Naruto and Sasuke.,7.6,(1K)
S1.E32 ∙ Sakura saku! Ketsui no ushirosugata,"Wed, May 7, 2003",The Sound Ninja attack incapacitated Team 7 and Sakura is left to fight them all.,8.0,(1.1K)
S1.E33 ∙ Muteki no fômêshon! InoShikaChô!!,"Wed, May 14, 2003",Team 10 gains the courage to help Sakura defeat the Sound Genin.,8.2,(1.1K)
"S1.E34 ∙ Akamaru bikkuri! Gaara, kyôi no jitsuryoku","Wed, May 21, 2003",The other Genin teams continue their search for the scrolls and Gaara's power is revealed to Team 8.,7.7,(999)
S1.E35 ∙ Nozoki mi genkin! Maki mono no himitsu,"Wed, May 28, 2003",Naruto muses peeking into his team's scroll and Kabuto joins Team 7 in order to reach the tower in the center of the Forest of Death.,7.0,(969)
S1.E36 ∙ Bunshin taiketsu! Ore ga shuyaku dattebayo!,"Wed, Jun 4, 2003",Team 7 and Kabuto engage the Rain ninja after breaking through the Rain ninjas' illusionary technique.,7.4,(971)
S1.E37 ∙ Dai ni shiken toppa! Seizoroi rûkî nainu!,"Wed, Jun 11, 2003","Team 7 recovers their final scroll and completes the second Chûnin exam. However, a preliminary exam to the third Chûnin exam must be held to weed out the best Genins.",6.9,(967)
S1.E38 ∙ Gôkaku-sha nibun no ichi!? Ikinari shiai dattebayo!!,"Wed, Jun 18, 2003",Kabuto is secretly revealed to be a traitor to Konoha and Sasuke starts his match against Yoroi Akado.,7.3,(960)
"S1.E39 ∙ Geji mayu jerashî! ""Shishi rendan"" tanjô!","Wed, Jul 2, 2003",Sasuke continues his fight against Yoroi Akado despite the pain from his Cursed Seal. Kakashi decides to help Sasuke after the battle by sealing the Cursed Seal.,7.9,(1K)
S1.E40 ∙ Isshoku sokuhatsu!! Kakashi VS Orochimaru,"Wed, Jul 9, 2003","Kakashi performs the sealing ritual on Sasuke, while the fight between Zaku Abumi and Shino Aburame commences.",7.5,(977)
S1.E41 ∙ Raibaru gekitotsu! Otome kokoro wa honki môdo,"Wed, Jul 16, 2003",Misumi Tsurugi fights Kankuro and Sakura and Ino Yamanaka finally are forced to battle each other.,6.7,(1K)
S1.E42 ∙ Besuto batoru wa Shânnarô!!,"Wed, Jul 23, 2003",The battle between Sakura and Ino intensifies as friendships and hardships between the two are revealed.,6.9,(1K)
S1.E43 ∙ Shikamaru tajitaji!? Kunoichi-tachi no atsuki tatakai,"Wed, Jul 30, 2003",The third preliminary exam continues with Temari fighting Tenten and Shikamaru Nara battling Kin Tsuchi.,7.5,(965)
S1.E44 ∙ Akamaru sansen!! Makeinu wa dotchi da?,"Wed, Aug 6, 2003",Naruto finally gets his chance to fight against Team 8's Kiba Inuzuka.,7.7,(997)
"S1.E45 ∙ Hinata sekimen! Kankyaku anguri, Naruto no okunote","Wed, Aug 13, 2003","Naruto's fight against Kiba draws to a climax and Naruto's newest ""techinque"" is introduced.",7.9,(1K)
S1.E46 ∙ Byakugan kaigan!! Uchiki na Hinata no daitan ketsui!,"Wed, Aug 20, 2003",Neji Hyuga and Hinata Hyuga fight to defend the honor of themselves and of their families.,7.7,(1K)
S1.E47 ∙ Akogare no hito no me no maede!!,"Wed, Aug 27, 2003",Hinata decides to prove her worth against Neji as the battle between the two draws to a close.,8.1,(1.1K)
S1.E48 ∙ Gaara funsai!! Wakasa da! Pawâ da! Bakuhatsu da!,"Wed, Sep 3, 2003",The youthful Rock Lee clashes against the powerful and deadly Gaara of the Sand.,9.2,(2.5K)
"S1.E49 ∙ Nekketsu ochikobore! Tsuini sakuretsu, kindan no ôgi!","Wed, Sep 10, 2003","Rock Lee keeps fighting against the ferocious Gaara. Lee is weakened due to the use of his technique, Omote Renge, but his will is strong. In order to defeat Gaara, Lee would open the first gates, to be able to use a forbidden technique.",8.9,(1.6K)
S1.E50 ∙ Aa Rokku Rî! Kore ga otoko no ikizama yo!!,"Wed, Sep 17, 2003","Lee finally reveals his trump card, the power of the Eight Gates, while Gaara prepares for a bloody showdown.",9.2,(2K)
S1.E51 ∙ Yami ni ugomeku kage Sasuke ni semaru kiki!,"Wed, Sep 24, 2003",Choji Akimichi versus Dosu Kinuta in the final match of the third preliminary exam. Naruto learns he is getting a new trainer to prepare for the third Chuunin Exam.,7.2,(943)
S1.E52 ∙ Ebisu futatabi! Harenchi wa watashi ga yurushimasen zo!,"Wed, Oct 1, 2003","Naruto, in preparation for the third Chuunin Exam, begins his training with Ebisu, with some unexpected consequences.",6.9,(942)
S1.E53 ∙ Aiya shibaraku! Ero-Sen'nin tôjô!,"Wed, Oct 8, 2003","While Ebisu trains Naruto on how to walk on water in a hot spring, he spies somebody trying to peep on women in a hot spring. Ebisu attacks him, only to be defeated quickly. Since Naruto's teacher has been knocked out, Naruto demands that the stranger become his teacher instead, but he has other plans. Naruto's Sexy Jutsu may be just the thing to get this pervert's attention.",7.4,(969)
S1.E54 ∙ Ero-Sen'nin jikiden kuchiyose no jutsu dattebayo!!,"Wed, Oct 15, 2003","While Jiraiya attempts to teach Naruto the Summoning Jutsu, while doing research as well, Dosu learns the hard way why Gaara is so dangerous. Meanwhile, Baki and Kabuto secretly meet and reveal a sinister plot against Konoha. When Hayate discovers this dark secret, he attempts to warn the Hokage. However, he'll have to get through Baki first!",7.4,(919)
S1.E55 ∙ Setsunai omoi negai o kometa ichirin,"Wed, Oct 22, 2003","Naruto keeps training on his 'kuchiyose no jutsu' skills, with little improvement, while Jiraiya-sensei prefers to focus his attention on 'researching for his next book', sneaking, looking the young women. In a meeting with the Hokage, it is told about the murder of Hayate Gekkô, the possible implication of Orochimaru and the Otogakure, but the Third Hokage decide to keep running the Chûnin Exams. Sakura is worry about Sasuke-kun and the 'Ten no Juin' Orochimaru left him. She tries again to visit him at the hospital, but first she stops at the Yamanaka flower shop. There she meet Ino who, of course decide to join Sakura in her visit to Sasuke. Sakura picks two flowers, one for Sasuke-kun and one for Lee. At the hospital, the girls discovers that Sasuke is gone. No one knew that he left. In Lee's room, there's no one neither.",7.1,(907)
S1.E56 ∙ Sei ka shi ka!? Menkyo kaiden wa inochi gake!,"Wed, Oct 29, 2003",Naruto finally learns how to summon the frog and release the power of the nine tails.,7.7,(962)
S1.E57 ∙ Tonda! Haneta! Mogutta! Gama oyabun tôjô!!,"Wed, Nov 5, 2003",Naruto aims to prove to the frog boss that hed has summoned him. The sand villages' true motives become clearer.,7.6,(930)
S1.E58 ∙ Shinobi yoru ma no te! Nerawareta byôshitsu,"Wed, Nov 12, 2003","Naruto wakes up in the hospital, after three days of recovering. He meets Shikamaru there, who went visit Chôji. Meanwhile, Sakura goes to visit Lee, and notices there's no one in the hospital reception. She feels something strange after changing Lee's flowers, but she sees nothing, so she leaves to visit Naruto. But the awkward presence is still there, and is a real danger: Gaara.",7.6,(927)
S1.E59 ∙ Môretsu môtsui môdasshu honsen kaishi dattebayo,"Wed, Nov 19, 2003","The Second Part of the Chûnin Exams is about to begin. As every Genin who passed the first test is getting ready, Naruto feels really nervous. He meets Hinata who, timidly, wishes him the best. Naruto feels better, but as he get closer to the Arena, he finds some trouble to get on time.",6.9,(909)
S1.E60 ∙ Byakugan vs Kage bunshin! Ore wa zettê katsu!!,"Wed, Nov 26, 2003","Everyone is ready for the final part of the Chûnin Exams. Sasuke and Dosu hasn't arrived yet, so the referee, Jônin Genma Shiranui explains that if they don't arrive in time for their matches, they will be disqualified. This worries Sakura. First match is Naruto Uzumaki vs Neji Hyûga. Most audience members are betting for Neji, but Sakura and Hinata have faith in Naruto. Could the orphan boy, despised by most, defeat the talented and well trained member of the Hyûga Clan?",7.6,(947)
S1.E61 ∙ Shikaku zero! Mouhitotsu no zettai bougyo,"Wed, Dec 3, 2003","Naruto begins his assault with his Shadow Clones but Neji analyzes Naruto's actions and determines the real one. Unable to figure out why Naruto won't admit his defeat, he takes off his headband and reveal a mysterious mark on his forehead. Neji reveals the truth about his hatred towards the main family of the Hyuga Clan.",7.9,(982)
S1.E62 ∙ Ochikobore no sokojikara!,"Wed, Dec 10, 2003",Naruto and Neji's battle continues with Neji showing enormous power.,8.7,(1.3K)
S1.E63 ∙ Shikkaku!? Kiken! Maedaoshi! Haran bukumi no daihonsen!,"Wed, Dec 17, 2003",Neiji is visited at the hospital by his uncle Hiashi to tell the truth about his father death.,7.3,(917)
S1.E64 ∙ Kumo wa ii naa... yaruki zero no otoko,"Wed, Dec 24, 2003",Shikamaru fights to Temari on final part of the Chûnin Exams. Shikamaru personality is explained. This is a battle of strategy more than power.,8.2,(1K)
S1.E65 ∙ Gekitotsu! Konoha mai suna ugomeku toki,"Wed, Dec 31, 2003","With Sasuke and Gaara's match needing to start, the Third Hokage (Hiruzen Sarutobi) sets a time limit for Sasuke to arrive. Sasuke arrives at the last minute with Kakashi Hatake.",7.1,(890)
"S1.E66 ∙ ""1 jikan buchi nuki de Sasuke ga ô abare dattebayo supesharu"": Arashi o yobu otoko!! Sasuke no gejimayu-ryû taijutsu!","Wed, Jan 14, 2004",Sasuke and Kakashi has finally arrived. Now it is time for the match between Sasuke and Gaara.,7.9,(978)
"S1.E67 ∙ ""1 jikan buchi nuki de Sasuke ga ô abare dattebayo supesharu"": Date ni okureta wake janai! Kyûkyoku ôgi - Chidori tanjô!!","Wed, Jan 14, 2004","Sasuke's enhanced speed and taijutsu skills enable him to bypass Gaara's sand-based defenses with ease, as Rock Lee did previously. Determined to kill Sasuke, Gaara retreats inside a sphere of sand and begins to transform.",8.3,(1K)
"S1.E68 ∙ ""Konoha kuzushi"" shidô!","Wed, Jan 28, 2004","Orochimaru takes Hiruzen hostage as he has his personal bodyguards, the Sound Four, establish a barrier to so no one would interfere. Kankuro and Temari carry Gaara from the village so that he can recover with Sasuke in pursuit.",8.1,(955)
